feature	metadata	value	coef	abs coef	stderr	N	N.not.0	pval	qval	p-val rank	q-val adjusted for block	Log q val
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes.amylophilus	Sex_Male1_Female2	Female	-0.459839913	0.459839913	0.263159724	146	41	0.082828694	0.510905214	1	0.714499006	0.145998371
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__UBA11524.s__UBA11524.sp000437595	Sex_Male1_Female2	Female	-0.459170076	0.459170076	0.366293806	146	56	0.212153827	0.669360918	2	0.912017603	0.039996779
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.putredinis	Age	Age	0.455965968	0.455965968	0.177428163	146	113	0.011250719	0.203127165	1	0.198808452	0.701565156
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter.faecis	BMI	BMI	0.452529745	0.452529745	0.150364663	146	112	0.003118975	0.129986878	1	0.326628954	0.48594532
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia.s__Roseburia.hominis	Group	PD	-0.449123727	0.449123727	0.252035086	146	102	0.076982545	0.505113539	1	0.282269331	0.549336307
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.faecihominis	Group	PD	-0.44601388	0.44601388	0.179250709	146	75	0.014046577	0.225231673	2	0.098017487	1.008696435
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__CAG.115.s__CAG.115.sp003531585	Group	PD	-0.442491045	0.442491045	0.139445763	146	20	0.001864348	0.103298717	3	0.036698228	1.435354902
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Clostridium_AQ.s__Clostridium_AQ.innocuum	Group	PD	0.441242714	0.441242714	0.190379859	146	34	0.021958461	0.278808555	4	0.130820758	0.88332334
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.pseudocatenulatum	Group	PD	0.438837957	0.438837957	0.254398711	146	26	0.086799015	0.510905214	5	0.297824145	0.526040097
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.pseudocatenulatum	Age	Age	-0.438744597	0.438744597	0.116992229	146	26	0.000260545	0.041105827	1	0.092393122	1.034360359
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Brotaphodocola.s__Brotaphodocola.sp003480315	Group	PD	-0.437503727	0.437503727	0.095702243	146	21	1.08E-05	0.003221786	1	0.000805447	3.093963248
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster.bolteae	Group	PD	0.435963081	0.435963081	0.191099238	146	34	0.024081807	0.28821107	2	0.138563014	0.858352677
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.bifidum	Group	PD	0.435120067	0.435120067	0.293210627	146	25	0.140126929	0.59723614	3	0.371684194	0.429825908
d__Bacteria.p__Actinomycetota.c__Actinomycetes.o__Actinomycetales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium.animalis_B	Group	PD	0.433244865	0.433244865	0.266952689	146	27	0.106920685	0.541581839	4	0.327773247	0.484426497
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.fragilis	Group	PD	0.43011611	0.43011611	0.297026327	146	69	0.149897815	0.613982188	5	0.387443933	0.411791136
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus.sp902463925	Group	PD	0.429220564	0.429220564	0.230036826	146	23	0.06421255	0.4732117	6	0.252794671	0.597232085
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.cellulosilyticus	Sex_Male1_Female2	Female	-0.425638532	0.425638532	0.327076195	146	70	0.195341096	0.6554848	1	0.896404641	0.047495904
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.prausnitzii_D	Group	PD	-0.425362692	0.425362692	0.310070331	146	107	0.172376233	0.624394296	1	0.418627994	0.378171733
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Clostridium_AP.s__Clostridium_AP.scindens	Group	PD	0.419387389	0.419387389	0.145483471	146	27	0.004584157	0.14751472	2	0.063254012	1.198911923
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Vescimonas.s__Vescimonas.coprocola	Sex_Male1_Female2	Female	-0.417461722	0.417461722	0.206928188	146	53	0.045619095	0.408240364	1	0.651761729	0.185911144
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Porcipelethomonas.s__Porcipelethomonas.sp900538575	Sex_Male1_Female2	Female	-0.414827968	0.414827968	0.268293094	146	22	0.124386239	0.565249191	2	0.768661134	0.114265078
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes_A.s__Alistipes_A.ihumii	Group	PD	0.410034216	0.410034216	0.18341903	146	51	0.027014285	0.306161899	1	0.146425256	0.834384007
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Alitiscatomonas.s__Alitiscatomonas.sp900066785	Group	PD	-0.409729473	0.409729473	0.144470154	146	24	0.005265378	0.14751472	2	0.063254012	1.198911923
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides.merdae	Group	PD	0.408973494	0.408973494	0.238008344	146	79	0.08801471	0.510905214	3	0.299250014	0.523965821
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominiventricola.s__Hominiventricola.filiformis	Group	PD	-0.408164077	0.408164077	0.160555133	146	41	0.012136176	0.206314985	4	0.088998621	1.050616722
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Agathobacter.s__Agathobacter.rectalis	Age	Age	-0.401595899	0.401595899	0.198258095	146	110	0.044759806	0.405822243	1	0.393851884	0.404667072
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.sp900539695	Sex_Male1_Female2	Female	-0.400957037	0.400957037	0.173780825	146	65	0.022550692	0.278808555	1	0.527122424	0.278088508
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Flavonifractor.s__Flavonifractor.plautii	Sex_Male1_Female2	Female	0.40082586	0.40082586	0.217915203	146	65	0.068042098	0.480115594	2	0.695361253	0.157789513
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia.s__Blautia.celeris	Group	PD	0.400365763	0.400365763	0.147598048	146	25	0.007540166	0.171050101	1	0.070500548	1.151807508
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium_B.s__Lachnoclostridium_B.ammoniilytica	Sex_Male1_Female2	Female	0.40013201	0.40013201	0.165862533	146	85	0.017179866	0.257512987	1	0.527122424	0.278088508
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.hominis	Group	PD	-0.398673382	0.398673382	0.163887785	146	35	0.016290561	0.251244117	1	0.110775815	0.955555045
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.sp900543415	Group	PD	0.396802019	0.396802019	0.234014155	146	28	0.092243621	0.510905214	2	0.303179126	0.518300704
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.pectinoschiza_A	Age	Age	-0.395967586	0.395967586	0.131335361	146	58	0.003067563	0.129986878	1	0.123763771	0.907406465
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Porcipelethomonas.s__Porcipelethomonas.sp900538575	Group	PD	-0.395045661	0.395045661	0.282239937	146	22	0.163885997	0.618386321	1	0.40479894	0.392760633
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Sellimonas.s__Sellimonas.intestinalis	Sex_Male1_Female2	Female	0.391316476	0.391316476	0.186443919	146	32	0.037679423	0.367160983	1	0.651761729	0.185911144
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.sp934393555	Group	PD	-0.389655927	0.389655927	0.144448126	146	34	0.007869765	0.171050101	1	0.071787614	1.143950479
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp000435995	Sex_Male1_Female2	Female	0.386885188	0.386885188	0.219194922	146	50	0.079803612	0.510905214	1	0.714499006	0.145998371
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_I.s__Eubacterium_I.ramulus	Group	PD	-0.386397975	0.386397975	0.221460409	146	77	0.083283464	0.510905214	1	0.29110295	0.535953393
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_A.s__Dorea_A.amylophila	Group	PD	-0.386196801	0.386196801	0.262567666	146	69	0.143642509	0.606813193	2	0.378326044	0.422133761
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Gemmiger.s__Gemmiger.formicilis	Age	Age	0.38450901	0.38450901	0.16924575	146	97	0.024662211	0.2905092	1	0.297537648	0.526458074
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia.s__Roseburia.hominis	Sex_Male1_Female2	Female	0.381297098	0.381297098	0.239580811	146	102	0.113814874	0.55192495	1	0.768661134	0.114265078
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Christensenellales.f__Aristaeellaceae.g__Ventricola.s__Ventricola.sp900542395	Sex_Male1_Female2	Female	-0.380786527	0.380786527	0.194890039	146	42	0.052770858	0.428939006	2	0.651761729	0.185911144
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Pararoseburia.s__Pararoseburia.lenta	Group	PD	-0.379871181	0.379871181	0.122993185	146	18	0.002438932	0.123338034	1	0.042047057	1.376264394
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus_A.s__Coprococcus_A.catus_A	Group	PD	-0.379649781	0.379649781	0.23866942	146	93	0.114000541	0.55192495	2	0.331997765	0.478864839
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.sp902363575	Group	PD	-0.378954248	0.378954248	0.237146872	146	26	0.112369862	0.55192495	3	0.331997765	0.478864839
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia.s__Adlercreutzia.equolifaciens	Group	PD	0.378237384	0.378237384	0.216295905	146	118	0.082598559	0.510905214	4	0.29110295	0.535953393
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_A.s__Dorea_A.longicatena	BMI	BMI	0.374826075	0.374826075	0.158067655	146	93	0.019127932	0.266546862	1	0.613802384	0.211971429
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus.aceti	Sex_Male1_Female2	Female	-0.372326942	0.372326942	0.374216968	146	42	0.321527824	0.764778595	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.eligens	Group	PD	-0.367684168	0.367684168	0.291684887	146	90	0.209628463	0.669360918	1	0.486874779	0.312582722
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.sp003529475	Sex_Male1_Female2	Female	-0.367161006	0.367161006	0.283147373	146	68	0.196925585	0.6554848	1	0.896404641	0.047495904
d__Bacteria.p__Bacillota_A.c__Clostridia.o__TANB77.f__CAG.508.g__CAG.269.s__CAG.269.sp000431335	Sex_Male1_Female2	Female	-0.363925138	0.363925138	0.149517059	146	18	0.016230186	0.251244117	2	0.527122424	0.278088508
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.sp900539945	Age	Age	-0.358172258	0.358172258	0.125474865	146	80	0.004985491	0.14751472	1	0.124909132	0.90340581
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerobutyricum.s__Anaerobutyricum.hallii	Group	PD	-0.358110835	0.358110835	0.305336932	146	113	0.242910833	0.705620593	1	0.524430633	0.280311948
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_F.s__Eubacterium_F.sp900539115	Group	PD	-0.357808705	0.357808705	0.171712551	146	31	0.039052986	0.367160983	2	0.183359373	0.736696886
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hominifimenecus.s__Hominifimenecus.microfluidus	Group	PD	-0.357169588	0.357169588	0.150731456	146	23	0.019213784	0.266546862	3	0.123895781	0.906943484
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UMGS1766.s__UMGS1766.sp959602365	Group	PD	0.355827648	0.355827648	0.124381492	146	20	0.004893915	0.14751472	4	0.063254012	1.198911923
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia.s__Roseburia.inulinivorans	Sex_Male1_Female2	Female	-0.355535959	0.355535959	0.222614833	146	78	0.112566576	0.55192495	1	0.768661134	0.114265078
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Faecalimonas.s__Faecalimonas.sp029983955	Sex_Male1_Female2	Female	0.350705631	0.350705631	0.178622763	146	25	0.051641348	0.428939006	2	0.651761729	0.185911144
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Hominenteromicrobium.s__Hominenteromicrobium.sp900549945	Sex_Male1_Female2	Female	0.350620956	0.350620956	0.144965507	146	15	0.016901141	0.257512987	3	0.527122424	0.278088508
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter.torques	Sex_Male1_Female2	Female	0.348918704	0.348918704	0.290587877	146	113	0.231941615	0.696756337	4	0.91661738	0.037811912
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Coprobacillaceae.g__Faecalibacillus.s__Faecalibacillus.intestinalis	Sex_Male1_Female2	Female	-0.348275817	0.348275817	0.231209486	146	87	0.134303859	0.587481208	5	0.784838176	0.10521988
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Acutalibacteraceae.g__Hominenteromicrobium.s__Hominenteromicrobium.mulieris	Group	PD	-0.347619046	0.347619046	0.334193355	146	112	0.30010501	0.753896169	1	0.576207086	0.239421405
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Limivivens.s__Limivivens.sp905214955	Group	PD	-0.347364425	0.347364425	0.158903172	146	56	0.030525873	0.326190757	2	0.158564951	0.799792801
d__Bacteria.p__Bacillota_C.c__Negativicutes.o__Veillonellales.f__Dialisteraceae.g__Dialister.s__Dialister.invisus	Group	PD	0.345439137	0.345439137	0.33662558	146	43	0.306627501	0.755774128	3	0.581033744	0.235798645
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira.sp000437735	Group	PD	-0.345380139	0.345380139	0.179730314	146	39	0.056740588	0.438797761	4	0.235788666	0.627477074
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Fimisoma.s__Fimisoma.sp000435715	Sex_Male1_Female2	Female	0.344583258	0.344583258	0.168703177	146	25	0.043029994	0.394925588	1	0.651761729	0.185911144
d__Bacteria.p__Bacillota_I.c__Bacilli_A.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella.s__Holdemanella.porci	Sex_Male1_Female2	Female	-0.343773153	0.343773153	0.176275452	146	17	0.053208639	0.428939006	2	0.651761729	0.185911144
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Dorea_D.s__Dorea_D.sp000433535	Sex_Male1_Female2	Female	0.341489232	0.341489232	0.221709015	146	42	0.125820843	0.565249191	3	0.768661134	0.114265078
d__Bacteria.p__Bacillota.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus.lactis	Sex_Male1_Female2	Female	0.337769465	0.337769465	0.194041946	146	42	0.083997259	0.510905214	4	0.714499006	0.145998371
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.segnis	Group	PD	-0.335776976	0.335776976	0.285977007	146	77	0.242390983	0.705480371	1	0.524430633	0.280311948
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Parasutterella.s__Parasutterella.sp900552195	Group	PD	-0.335070125	0.335070125	0.219381865	146	49	0.128999535	0.570956523	2	0.354748722	0.45007916
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Agathobaculum.s__Agathobaculum.hominis	Group	PD	-0.333421828	0.333421828	0.209017875	146	42	0.112992496	0.55192495	3	0.331997765	0.478864839
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.xylanisolvens	Sex_Male1_Female2	Female	0.332796532	0.332796532	0.285294479	146	61	0.245453045	0.706149678	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter.sp900541505	Group	PD	0.332452139	0.332452139	0.119234518	146	22	0.006059635	0.151517268	1	0.063254012	1.198911923
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__F23.B02.s__F23.B02.sp001916715	Sex_Male1_Female2	Female	-0.331395358	0.331395358	0.298476777	146	36	0.268833907	0.730545752	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Butyribacter.s__Butyribacter.sp003529475	Age	Age	-0.32983887	0.32983887	0.136982037	146	68	0.017385569	0.257512987	1	0.270925122	0.567150723
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Wujia.s__Wujia.chipingensis	Group	PD	-0.327206437	0.327206437	0.228570307	146	26	0.154570959	0.614880442	1	0.395955744	0.402353353
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Faecousia.s__Faecousia.sp000434635	Group	PD	-0.32394685	0.32394685	0.271748518	146	51	0.235304547	0.698443655	2	0.520733139	0.283384783
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes.onderdonkii	Sex_Male1_Female2	Female	0.32241371	0.32241371	0.324418819	146	106	0.322075734	0.764778595	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Oliverpabstia.s__Oliverpabstia.intestinalis	Group	PD	-0.321213908	0.321213908	0.300744475	146	97	0.287384476	0.746401346	1	0.568087784	0.24558455
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Jutongia.s__Jutongia.sp003524945	Group	PD	-0.320653397	0.320653397	0.154015899	146	15	0.039221256	0.367160983	2	0.183359373	0.736696886
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella.s__Barnesiella.intestinihominis	Group	PD	0.320569828	0.320569828	0.308396196	146	83	0.300428828	0.753896169	3	0.576207086	0.239421405
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Peptostreptococcales.f__Anaerovoracaceae.g__Alangreenwoodia.s__Alangreenwoodia.sp905206455	Group	PD	-0.319776748	0.319776748	0.181278818	146	51	0.079976451	0.510905214	4	0.29039993	0.537003492
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter.welbionis	Sex_Male1_Female2	Female	0.319580886	0.319580886	0.200676221	146	99	0.113589545	0.55192495	1	0.768661134	0.114265078
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__F23.B02.s__F23.B02.sp001916715	Age	Age	0.319170442	0.319170442	0.14439815	146	36	0.028752432	0.317507342	1	0.313368599	0.503944525
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.duncaniae	Sex_Male1_Female2	Female	-0.318033635	0.318033635	0.325036218	146	105	0.329586155	0.767062916	1	0.91661738	0.037811912
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruthenibacterium.s__Ruthenibacterium.lactatiformans	Sex_Male1_Female2	Female	0.317926532	0.317926532	0.224875238	146	111	0.159708329	0.618386321	2	0.865665437	0.062649922
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium.prausnitzii_I	Sex_Male1_Female2	Female	-0.317396145	0.317396145	0.206826817	146	63	0.127205566	0.565661606	3	0.768661134	0.114265078
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.xylanisolvens	Group	PD	-0.31674024	0.31674024	0.300125115	146	61	0.293131611	0.751941622	1	0.57099595	0.243366972
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_F.s__Eubacterium_F.sp000433735	Group	PD	-0.313631769	0.313631769	0.171881897	146	32	0.070241974	0.484180594	2	0.268066309	0.571757766
d__Bacteria.p__Actinomycetota.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella.sp023656745	BMI	BMI	0.313014722	0.313014722	0.148964477	146	111	0.037462147	0.367160983	1	0.734321966	0.13411348
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia_A.s__Blautia_A.ammoniilytica	Group	PD	0.308562662	0.308562662	0.188416368	146	56	0.103803574	0.537336148	1	0.325339226	0.48766357
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UBA738.s__UBA738.sp003522945	Sex_Male1_Female2	Female	-0.308285479	0.308285479	0.180522906	146	41	0.089967032	0.510905214	1	0.714499006	0.145998371
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter.sp934330165	Group	PD	-0.307701413	0.307701413	0.277318168	146	49	0.26914636	0.730545752	1	0.549741378	0.259841574
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor.s__Acetatifactor.intestinalis	Group	PD	-0.306963571	0.306963571	0.280044148	146	50	0.274961001	0.734454007	2	0.550840505	0.258974132
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eubacterium_I.s__Eubacterium_I.ramulus	BMI	BMI	0.306749104	0.306749104	0.102628462	146	77	0.003323213	0.134335374	1	0.326628954	0.48594532
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides.ovatus	Group	PD	0.306719141	0.306719141	0.287901846	146	96	0.288600746	0.746763449	1	0.568087784	0.24558455
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia_D.s__Roseburia_D.yibonii	Group	PD	-0.305732343	0.305732343	0.15395365	146	20	0.049058192	0.421787674	2	0.213346091	0.67091531
d__Bacteria.p__Bacillota_A.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Fusicatenibacter.s__Fusicatenibacter.saccharivorans	Sex_Male1_Female2	Female	0.304915583	0.304915583	0.293847836	146	132	0.301267505	0.753896169	1	0.91661738	0.037811912
